2018年10月11日|定海突发 _ “搭桥机动队”前往西岸助力“上桥集团”盛大开业！|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740369&idx=1&sn=5f315328f088644905f2f980ce5b518b
2018年10月08日|10月10日 _ 下班自由舞会 @ 远方书屋|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740343&idx=1&sn=6638432dacfc1e941cd470d0f6eb0bc6
2018年09月28日|周末两吃 _ 周五土豆蹲鸡互助厨房 + 周六生态小农联盟来访|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740335&idx=1&sn=13a48198a356764479bb35b68ccbd81a
2018年09月21日|停___互助社将于明日占领浦东之嘴的一颗金牙|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740330&idx=1&sn=9d62f3eb4f74c911b516ccac3d45b08c
2018年09月20日|广州 _ 行动从纸上开始：定海桥互助社活动海报回顾展览|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740318&idx=1&sn=a7d8a67b5ca318608f9d6c2803d69718
2018年09月19日|贺 _ 互助社改名“定海桥王占黑作品代售点”一日|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740315&idx=1&sn=f269e6c2930f1f8423191f4be4ccbb38
2018年09月14日|周末两趴 _ 星期六相约定海鹊桥 + 处女座民煮生日会|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740291&idx=1&sn=09ea2b56f1b564af07c97ef43a099479
2018年09月08日||http://mmbiz.qpic.cn/mmbiz_jpg/QEottrLhBTibYtgEh5XA0gZc8ibPniaOM7oE3icQwVzuQEZIUliaBSK6BXkyfj3ejRDFkDEo7uH9ptptxmhiaFAYhjOA/0?wx_fmt=jpeg
2018年08月24日|自职会组委 _ 8.26社会人恳谈会：上班这件事|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740278&idx=1&sn=a6b39c63b412331d38b4618016a00090
2018年08月17日|过江小分队 _ 定海有鹊桥，相约星期六|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740276&idx=1&sn=17f7835582f44a5b5cd001f1b8e9dda1
2018年08月15日|子木和心源谈【平平无奇的一个晚上】：广州城中村影像协作计划|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740263&idx=1&sn=6cd24d4fb61110fa5b5ccbff45706c99
2018年08月12日|活动预告 _ “更加积极的亚洲观”恳谈会+漫游活动|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740259&idx=1&sn=7fcfca56d50d562575ceb6818078bf7b
2018年08月11日|今日快闪 _ 闸北地质层现代考古大暴走：一次对实践-知识之辩证法的行动尝试|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740251&idx=1&sn=4fc47f91fc4b9b9fbc52d55b6609e2b0
2018年08月08日|来访圆桌 _ “屋在这里”系列活动第二弹：空间×社×阳台×厅|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740243&idx=1&sn=7255d98157d58301c8ba0cc076ba7bf5
2018年08月07日|圆桌巡游 _ “屋在这里”第一场：咖啡亭 x 书屋 x 社|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740213&idx=1&sn=c61434868a6356f784c8aab8942015e7
2018年08月04日||http://mmbiz.qpic.cn/mmbiz_jpg/QEottrLhBTicrePKQclEpmsJKwiaDah75XljQ2urX8ymic9tTsfSrCZ3mQPqC6X8hf2Yibw4oWmjyDzCsj9vGTB7fg/0?wx_fmt=jpeg
2018年08月02日|发布 _ 定海桥互助社共治计划（附近期公开计划及筹备回顾）|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740207&idx=1&sn=8f85a5955de01e370240a0b831dab2f3
2018年08月02日|《葛宇路》纪录片放映+导演圆桌讨论 _ 地方-行动研习会|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740207&idx=2&sn=b6098e984d51d28eb02409fb4a2cc5cf
2018年07月31日||http://mmbiz.qpic.cn/mmbiz_png/QEottrLhBTib40w05kSFK286VAVhTvfibBdBVg4P0iaxaLPlLpnnl3UoQUFmuDcyicQ6YVuIiaxqzeictf9JDjEqVY5Q/0?wx_fmt=png
2018年07月28日||http://mmbiz.qpic.cn/mmbiz_jpg/QEottrLhBT87BB34rKT5QrpBX88eWFLqibem00ibib1yV9d6HaAibbyBics09cg8WrtYjibHzvlnOdw1koUBXOyU8IOg/0?wx_fmt=jpeg
2018年07月21日||http://mmbiz.qpic.cn/mmbiz_jpg/QEottrLhBT8KiboTH0iaLbWBomUqFNYNVCcONyMbiaichBbtCribt9pWr7B1dUwfxEcAL2lE4aPFjGjZ840ETffS8TA/0?wx_fmt=jpeg
2018年07月19日|定海草药走起来！卡牌大赛+影像研习+本地导赏+药膳食堂+圆桌讨论|http://mp.weixin.qq.com/s?__biz=MzA5NDAwMjc4NA==&mid=2649740195&idx=1&sn=457d8027abeaa916fcadf18b04ee9430
2018年07月13日||http://mmbiz.qpic.cn/mmbiz_jpg/QEottrLhBT8z7U9GenSqzAl3Go5rkVHqLxibfejuicouRIT8J322ZsHXsZgsazpT8a4JLbTc26KzuiabBbU4G6ic9A/0?wx_fmt=jpeg
